-29.1
57.69
66.8
-33.09
-22.89
55.09
42.99
-22.4
-15.79
-20.09
-30.09
54.2
37.89
32.8
32.4
-30.09
-29.7
-23.19
-29.4
-19.2
-15.89
29.9
63.7
-65.0
48.59
72.8
34.1
-21.49
-22.1
47.59
55.2
-24.3
57.9
-18.79
42.0
41.8
70.69
-34.2
-53.6
-27.3
-13.79
-28.89
-24.29
31.69
-29.0
-23.29
40.0
-22.4
43.9
-32.5
-20.99
71.2
99.3
81.99
-22.2
103.99
85.19
