time_sec,time_str,balance,locked,profit
1635740307,2021-11-01 04:18:27,100000.03,0.0,0.0
1635746220,2021-11-01 05:57:00,100000.03,0.0,0.0
1635746220,2021-11-01 05:57:00,100000.03,0.0,0.0
1635754215,2021-11-01 08:10:15,100000.03,0.0,0.0
1635824219,2021-11-02 03:36:59,100000.03,0.0,0.0
1635824219,2021-11-02 03:36:59,100000.03,0.0,0.0
1635827685,2021-11-02 04:34:45,100000.03,0.0,0.0
1635850432,2021-11-02 10:53:52,100000.03,0.0,0.0
1635850432,2021-11-02 10:53:52,100000.03,0.0,0.0
1635856942,2021-11-02 12:42:22,100000.04,0.0,0.0
1635858488,2021-11-02 13:08:08,100000.04,0.0,0.0
1635858488,2021-11-02 13:08:08,100000.04,0.0,0.0
1635862530,2021-11-02 14:15:30,100000.04999999999,0.0,0.0
1635864478,2021-11-02 14:47:58,100000.04999999999,0.0,0.0
1635864478,2021-11-02 14:47:58,100000.04999999999,0.0,0.0
1635868147,2021-11-02 15:49:07,100000.05999999998,0.0,0.0
1635869064,2021-11-02 16:04:24,100000.05999999998,0.0,0.0
1635869064,2021-11-02 16:04:24,100000.05999999998,0.0,0.0
1635887055,2021-11-02 21:04:15,100000.04999999999,0.0,0.0
1635947661,2021-11-03 13:54:21,100000.04999999999,0.0,0.0
1635947661,2021-11-03 13:54:21,100000.04999999999,0.0,0.0
1635962411,2021-11-03 18:00:11,100000.04999999999,0.0,0.0
1635964993,2021-11-03 18:43:13,100000.04999999999,0.0,0.0
1635964993,2021-11-03 18:43:13,100000.04999999999,0.0,0.0
1635965250,2021-11-03 18:47:30,100000.04999999999,0.0,0.0
1636000108,2021-11-04 04:28:28,100000.04999999999,0.0,0.0
1636000108,2021-11-04 04:28:28,100000.04999999999,0.0,0.0
1636006549,2021-11-04 06:15:49,100000.04999999999,0.0,0.0
1636014323,2021-11-04 08:25:23,100000.04999999999,0.0,0.0
1636014323,2021-11-04 08:25:23,100000.04999999999,0.0,0.0
1636015327,2021-11-04 08:42:07,100000.04999999999,0.0,0.0
1636015330,2021-11-04 08:42:10,100000.04999999999,0.0,0.0
1636015330,2021-11-04 08:42:10,100000.04999999999,0.0,0.0
1636015799,2021-11-04 08:49:59,100000.04999999999,0.0,0.0
1636024771,2021-11-04 11:19:31,100000.04999999999,0.0,0.0
1636024771,2021-11-04 11:19:31,100000.04999999999,0.0,0.0
1636030669,2021-11-04 12:57:49,100000.04999999999,0.0,0.0
1636039071,2021-11-04 15:17:51,100000.04999999999,0.0,0.0
1636039071,2021-11-04 15:17:51,100000.04999999999,0.0,0.0
1636039708,2021-11-04 15:28:28,100000.05999999998,0.0,0.0
1636040538,2021-11-04 15:42:18,100000.05999999998,0.0,0.0
1636040538,2021-11-04 15:42:18,100000.05999999998,0.0,0.0
1636041473,2021-11-04 15:57:53,100000.05999999998,0.0,0.0
1636041538,2021-11-04 15:58:58,100000.05999999998,0.0,0.0
1636041538,2021-11-04 15:58:58,100000.05999999998,0.0,0.0
1636046298,2021-11-04 17:18:18,100000.05999999998,0.0,0.0
1636089067,2021-11-05 05:11:07,100000.05999999998,0.0,0.0
1636089067,2021-11-05 05:11:07,100000.05999999998,0.0,0.0
1636099291,2021-11-05 08:01:31,100000.06999999998,0.0,0.0
1636101940,2021-11-05 08:45:40,100000.06999999998,0.0,0.0
1636101940,2021-11-05 08:45:40,100000.06999999998,0.0,0.0
1636103386,2021-11-05 09:09:46,100000.07999999997,0.0,0.0
1636114007,2021-11-05 12:06:47,100000.07999999997,0.0,0.0
1636114007,2021-11-05 12:06:47,100000.07999999997,0.0,0.0
1636114747,2021-11-05 12:19:07,100000.07999999997,0.0,0.0
1636114914,2021-11-05 12:21:54,100000.07999999997,0.0,0.0
1636114914,2021-11-05 12:21:54,100000.07999999997,0.0,0.0
1636115423,2021-11-05 12:30:23,100000.08999999997,0.0,0.0
1636117460,2021-11-05 13:04:20,100000.08999999997,0.0,0.0
1636117460,2021-11-05 13:04:20,100000.08999999997,0.0,0.0
1636118829,2021-11-05 13:27:09,100000.08999999997,0.0,0.0
1636118837,2021-11-05 13:27:17,100000.08999999997,0.0,0.0
1636118837,2021-11-05 13:27:17,100000.08999999997,0.0,0.0
1636125192,2021-11-05 15:13:12,100000.08999999997,0.0,0.0
1636145686,2021-11-05 20:54:46,100000.08999999997,0.0,0.0
1636145686,2021-11-05 20:54:46,100000.08999999997,0.0,0.0
