seq,open,high,low,close,ticks,open_time,duration,pip_hl,pip_co,spreed_min,spreed_max,med_low,med_high,big_low,big_high,med_dc_hl_pip,big_dc_hl_pip
1794,0.91574,0.91621,0.91555,0.91563,150,2021-10-24 21:37:08,0:04:46,6.599999999999939,1.0999999999994348,0.0,0.0,0.91517,0.91655,0.91517,0.91748,13.799999999999368,23.099999999999234
1795,0.91572,0.91623,0.91551,0.91577,150,2021-10-24 21:41:55,0:03:57,7.199999999999429,0.49999999999994493,0.0,0.0,0.91517,0.91655,0.91517,0.91747,13.799999999999368,22.999999999999687
1796,0.91575,0.91611,0.91552,0.91606,150,2021-10-24 21:45:53,0:06:50,5.899999999999794,3.1000000000003247,0.0,0.0,0.91517,0.91655,0.91517,0.91747,13.799999999999368,22.999999999999687
1797,0.91606,0.91608,0.91547,0.91547,150,2021-10-24 21:52:44,0:00:38,6.099999999999994,5.899999999999794,0.0,0.0,0.91517,0.91655,0.91517,0.91747,13.799999999999368,22.999999999999687
1798,0.9156,0.91625,0.91548,0.91609,150,2021-10-24 21:53:23,0:02:37,7.700000000000484,4.899999999999904,0.0,0.0,0.91517,0.91652,0.91517,0.9174,13.499999999999623,22.299999999999542
1799,0.9161,0.91621,0.91605,0.91613,150,2021-10-24 21:56:00,0:13:45,1.5999999999993797,0.2999999999997449,0.0,0.0,0.91517,0.91639,0.91517,0.9174,12.199999999999989,22.299999999999542
1800,0.91613,0.91641,0.9161,0.91641,150,2021-10-24 22:09:54,0:21:33,3.0999999999992145,2.7999999999994696,0.0,0.0,0.91517,0.91641,0.91517,0.9174,12.399999999999078,22.299999999999542
1801,0.91641,0.91641,0.9162,0.91625,150,2021-10-24 22:31:28,0:13:25,2.0999999999993246,1.5999999999993797,0.0,0.0,0.91517,0.91641,0.91517,0.91719,12.399999999999078,20.199999999999108
1802,0.91625,0.91626,0.91609,0.91616,150,2021-10-24 22:44:56,0:14:08,1.7000000000000348,0.900000000000345,0.0,0.0,0.91517,0.91641,0.91517,0.91719,12.399999999999078,20.199999999999108
1803,0.91616,0.91634,0.91608,0.91633,150,2021-10-24 22:59:04,0:15:08,2.60000000000038,1.7000000000000348,0.0,0.0,0.91517,0.91641,0.91517,0.91719,12.399999999999078,20.199999999999108
1804,0.91637,0.91658,0.91631,0.91649,150,2021-10-24 23:14:12,0:20:22,2.6999999999999247,1.2000000000000899,0.0,0.0,0.91517,0.91658,0.91517,0.91719,14.099999999999113,20.199999999999108
1805,0.91653,0.91694,0.91647,0.91676,150,2021-10-24 23:34:50,0:17:04,4.699999999999704,2.300000000000635,0.0,0.0,0.91547,0.91694,0.91517,0.91719,14.699999999999713,20.199999999999108
1806,0.91676,0.91686,0.91636,0.91636,150,2021-10-24 23:52:27,0:10:15,5.0000000000005596,4.00000000000067,0.0,0.0,0.91547,0.91694,0.91517,0.91719,14.699999999999713,20.199999999999108
1807,0.91638,0.91641,0.91578,0.91583,150,2021-10-25 00:02:42,0:03:10,6.299999999999084,5.499999999999394,0.0,0.0,0.91547,0.91694,0.91517,0.91694,14.699999999999713,17.699999999999385
1808,0.91585,0.9159,0.91574,0.91584,150,2021-10-25 00:05:53,0:04:19,1.60000000000049,0.10000000000065512,0.0,0.0,0.91547,0.91694,0.91517,0.91694,14.699999999999713,17.699999999999385
1809,0.91584,0.91598,0.91564,0.91598,150,2021-10-25 00:10:18,0:06:08,3.4000000000000696,1.40000000000029,0.0,0.0,0.91548,0.91694,0.91517,0.91694,14.600000000000168,17.699999999999385
1810,0.91598,0.91602,0.91579,0.91584,150,2021-10-25 00:16:29,0:08:36,2.2999999999995246,1.40000000000029,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1811,0.91584,0.91618,0.91584,0.91598,150,2021-10-25 00:25:05,0:12:22,3.4000000000000696,1.40000000000029,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1812,0.91598,0.91608,0.91579,0.9158,150,2021-10-25 00:37:28,0:08:51,2.9000000000001247,1.80000000000069,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1813,0.91582,0.91598,0.91577,0.91585,150,2021-10-25 00:46:24,0:06:24,2.100000000000435,0.30000000000085514,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1814,0.91585,0.91615,0.91584,0.91615,150,2021-10-25 00:52:49,0:02:27,3.1000000000003247,2.9999999999996696,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1815,0.91615,0.91625,0.91605,0.91606,150,2021-10-25 00:55:16,0:05:56,1.9999999999997797,0.900000000000345,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1816,0.91606,0.91626,0.91606,0.91626,150,2021-10-25 01:01:13,0:06:08,1.9999999999997797,1.9999999999997797,0.0,0.0,0.91564,0.91694,0.91517,0.91694,12.999999999999678,17.699999999999385
1817,0.91625,0.91651,0.91624,0.9165,150,2021-10-25 01:07:28,0:06:10,2.6999999999999247,2.4999999999997247,0.0,0.0,0.91564,0.91686,0.91517,0.91694,12.199999999999989,17.699999999999385
1818,0.91651,0.91659,0.9165,0.91659,150,2021-10-25 01:13:38,0:03:28,0.900000000000345,0.7999999999996898,0.0,0.0,0.91564,0.91659,0.91517,0.91694,9.500000000000064,17.699999999999385
1819,0.91659,0.91667,0.9165,0.91667,150,2021-10-25 01:17:06,0:04:30,1.7000000000000348,0.7999999999996898,0.0,0.0,0.91564,0.91667,0.91517,0.91694,10.299999999999754,17.699999999999385
1820,0.91669,0.91691,0.91666,0.91691,150,2021-10-25 01:21:38,0:06:52,2.4999999999997247,2.1999999999999797,0.0,0.0,0.91564,0.91691,0.91517,0.91694,12.699999999999934,17.699999999999385
1821,0.91691,0.91699,0.91681,0.91692,150,2021-10-25 01:28:38,0:04:32,1.7999999999995797,0.0999999999995449,0.0,0.0,0.91577,0.91699,0.91517,0.91699,12.199999999999989,18.199999999999328
1822,0.91691,0.91704,0.91683,0.91696,150,2021-10-25 01:33:12,0:05:26,2.0999999999993246,0.49999999999994493,0.0,0.0,0.91577,0.91704,0.91517,0.91704,12.699999999999934,18.69999999999927
