seq,open,high,low,close,ticks,open_time,duration,pip_hl,pip_co,spreed_min,spreed_max,med_low,med_high,big_low,big_high,med_dc_hl_pip,big_dc_hl_pip
3716,0.91517,0.91593,0.91471,0.9159,150,2021-10-31 21:07:44,0:55:07,12.199999999999989,7.300000000000084,0.0,0.0,0.91471,0.9162,0.91471,0.9162,14.899999999999913,14.899999999999913
3717,0.91591,0.91593,0.91577,0.91589,150,2021-10-31 22:02:52,0:12:32,1.60000000000049,0.20000000000020002,0.0,0.0,0.91471,0.9162,0.91471,0.9162,14.899999999999913,14.899999999999913
3718,0.91591,0.91612,0.91585,0.9161,150,2021-10-31 22:15:26,0:17:11,2.6999999999999247,1.9000000000002348,0.0,0.0,0.91471,0.9162,0.91471,0.9162,14.899999999999913,14.899999999999913
3719,0.91611,0.91611,0.91566,0.91583,150,2021-10-31 22:32:37,0:11:27,4.499999999999504,2.7999999999994696,0.0,0.0,0.91471,0.9162,0.91471,0.9162,14.899999999999913,14.899999999999913
3720,0.91583,0.91589,0.9156,0.91575,150,2021-10-31 22:44:05,0:16:44,2.9000000000001247,0.8000000000008001,0.0,0.0,0.91471,0.9162,0.91471,0.9162,14.899999999999913,14.899999999999913
3721,0.91578,0.91596,0.91575,0.91578,150,2021-10-31 23:00:51,0:07:37,2.100000000000435,0.0,0.0,0.0,0.91471,0.91612,0.91471,0.9162,14.100000000000223,14.899999999999913
3722,0.91578,0.91596,0.91578,0.91587,150,2021-10-31 23:08:28,0:07:15,1.7999999999995797,0.8999999999992347,0.0,0.0,0.91471,0.91612,0.91471,0.9162,14.100000000000223,14.899999999999913
3723,0.91587,0.91587,0.91566,0.9157,150,2021-10-31 23:15:44,0:08:45,2.0999999999993246,1.7000000000000348,0.0,0.0,0.91471,0.91612,0.91471,0.9162,14.100000000000223,14.899999999999913
3724,0.91568,0.91583,0.91564,0.91582,150,2021-10-31 23:24:30,0:10:42,1.9000000000002348,1.3999999999991797,0.0,0.0,0.91471,0.91612,0.91471,0.9162,14.100000000000223,14.899999999999913
3725,0.91582,0.91594,0.91578,0.91582,150,2021-10-31 23:35:12,0:11:03,1.5999999999993797,0.0,0.0,0.0,0.91471,0.91612,0.91471,0.9162,14.100000000000223,14.899999999999913
