time_sec,time_str,balance,locked,profit
1635723091,2021-10-31 23:31:31,100289.46000000002,0.0,0.0
1635723112,2021-10-31 23:31:52,100289.46000000002,0.0,0.0
1635723112,2021-10-31 23:31:52,100289.46000000002,0.0,0.0
1635729002,2021-11-01 01:10:02,100321.15000000002,0.0,0.0
1635738897,2021-11-01 03:54:57,100321.15000000002,0.0,0.0
1635738897,2021-11-01 03:54:57,100321.15000000002,0.0,0.0
1635755152,2021-11-01 08:25:52,100292.15000000002,0.0,0.0
1635764375,2021-11-01 10:59:35,100292.15000000002,0.0,0.0
1635764375,2021-11-01 10:59:35,100292.15000000002,0.0,0.0
1635765255,2021-11-01 11:14:15,100268.86000000003,0.0,0.0
1635765277,2021-11-01 11:14:37,100268.86000000003,0.0,0.0
1635765277,2021-11-01 11:14:37,100268.86000000003,0.0,0.0
1635769325,2021-11-01 12:22:05,100308.86000000003,0.0,0.0
1635771615,2021-11-01 13:00:15,100308.86000000003,0.0,0.0
1635771615,2021-11-01 13:00:15,100308.86000000003,0.0,0.0
1635773647,2021-11-01 13:34:07,100286.46000000004,0.0,0.0
1635773653,2021-11-01 13:34:13,100286.46000000004,0.0,0.0
1635773653,2021-11-01 13:34:13,100286.46000000004,0.0,0.0
1635774675,2021-11-01 13:51:15,100330.36000000003,0.0,0.0
1635778204,2021-11-01 14:50:04,100330.36000000003,0.0,0.0
1635778204,2021-11-01 14:50:04,100330.36000000003,0.0,0.0
1635853585,2021-11-02 11:46:25,100297.86000000003,0.0,0.0
1635942788,2021-11-03 12:33:08,100297.86000000003,0.0,0.0
1635942788,2021-11-03 12:33:08,100297.86000000003,0.0,0.0
1635942910,2021-11-03 12:35:10,100276.87000000002,0.0,0.0
1635964335,2021-11-03 18:32:15,100276.87000000002,0.0,0.0
1635964335,2021-11-03 18:32:15,100276.87000000002,0.0,0.0
1635965292,2021-11-03 18:48:12,100348.07000000002,0.0,0.0
1635966960,2021-11-03 19:16:00,100348.07000000002,0.0,0.0
1635966960,2021-11-03 19:16:00,100348.07000000002,0.0,0.0
1636022941,2021-11-04 10:49:01,100447.37000000002,0.0,0.0
1636032563,2021-11-04 13:29:23,100447.37000000002,0.0,0.0
1636032563,2021-11-04 13:29:23,100447.37000000002,0.0,0.0
1636100710,2021-11-05 08:25:10,100529.36000000003,0.0,0.0
1636103817,2021-11-05 09:16:57,100529.36000000003,0.0,0.0
1636103817,2021-11-05 09:16:57,100529.36000000003,0.0,0.0
1636108140,2021-11-05 10:29:00,100507.16000000003,0.0,0.0
1636120254,2021-11-05 13:50:54,100507.16000000003,0.0,0.0
1636120254,2021-11-05 13:50:54,100507.16000000003,0.0,0.0
1636125972,2021-11-05 15:26:12,100611.15000000004,0.0,0.0
1636128530,2021-11-05 16:08:50,100611.15000000004,0.0,0.0
1636128530,2021-11-05 16:08:50,100611.15000000004,0.0,0.0
1636140307,2021-11-05 19:25:07,100696.34000000004,0.0,0.0
1636145698,2021-11-05 20:54:58,100696.34000000004,0.0,0.0
1636145698,2021-11-05 20:54:58,100696.34000000004,0.0,0.0
