time_sec,time_str,balance,locked,profit
1635771661,2021-11-01 13:01:01,99977.45000000001,0.0,0.0
1635777816,2021-11-01 14:43:36,99977.45000000001,0.0,0.0
1635777816,2021-11-01 14:43:36,99977.45000000001,0.0,0.0
1635788406,2021-11-01 17:40:06,99972.64000000001,0.0,0.0
1635788441,2021-11-01 17:40:41,99972.64000000001,0.0,0.0
1635788441,2021-11-01 17:40:41,99972.64000000001,0.0,0.0
1635851839,2021-11-02 11:17:19,99968.71000000002,0.0,0.0
1636034560,2021-11-04 14:02:40,99968.71000000002,0.0,0.0
1636034560,2021-11-04 14:02:40,99968.71000000002,0.0,0.0
1636035568,2021-11-04 14:19:28,99962.50000000001,0.0,0.0
1636035572,2021-11-04 14:19:32,99962.50000000001,0.0,0.0
1636035572,2021-11-04 14:19:32,99962.50000000001,0.0,0.0
1636037752,2021-11-04 14:55:52,99955.63000000002,0.0,0.0
1636037753,2021-11-04 14:55:53,99955.63000000002,0.0,0.0
1636037753,2021-11-04 14:55:53,99955.63000000002,0.0,0.0
1636039721,2021-11-04 15:28:41,99946.00000000001,0.0,0.0
1636120503,2021-11-05 13:55:03,99946.00000000001,0.0,0.0
1636120503,2021-11-05 13:55:03,99946.00000000001,0.0,0.0
1636123729,2021-11-05 14:48:49,99952.88000000002,0.0,0.0
1636133295,2021-11-05 17:28:15,99952.88000000002,0.0,0.0
1636133295,2021-11-05 17:28:15,99952.88000000002,0.0,0.0
1636145696,2021-11-05 20:54:56,99952.88000000002,815.01,0.0
1636145696,2021-11-05 20:54:56,99951.70000000003,0.0,0.0
1636145696,2021-11-05 20:54:56,99951.70000000003,0.0,0.0
