won,b_plus,b_minus,b_diff,b_os_stoch_main,b_ma,b_mom1,b_mom2,b_mom1_count,b_mom1_sum,m_plus,m_minus,m_diff,m_os_stoch_main,m_ma,m_mom1,m_mom2,m_mom1_count,m_mom1_sum
1,0.006170508641974767,-0.029179718584367735,-0.02300920994239297,74.67657583265122,-0.025451024168730726,0.005648975831275396,0.03674897583128152,1,0.005648975831275396,0.005575761941871877,-0.004877455570727863,0.0006983063711440141,57.94481938945265,0.0008531352718058624,-0.002379813200711506,-0.008174653521674301,-2,-0.003340223734428813
1,0.012529887641039648,-0.01639681288721533,-0.0038669252461756808,2.222490766682553,-0.003936972258426627,0.007066676013131751,-0.007380699884040598,11,0.13538981159099434,0.010659668431940114,-0.008736898762236087,0.0019227696697040279,25.859401299383464,0.0026253449898199412,-0.0020683261662666833,0.0010585911020664033,-8,-0.022514383912278037
1,0.015040596055411219,-0.015182218635808337,-0.0001416225803971185,61.76463065274732,-0.0006721674511304907,0.0031987368978935713,-0.008164709148525873,14,0.14560597881186366,0.011456077512847222,-0.00865811297987187,0.0027979645329753514,70.22345022526245,0.0034732602887407957,-0.0019228131236151951,-0.003990966226035331,-1,-0.0019228131236151951
1,0.012098977142382677,-0.017023977844569094,-0.004925000702186417,49.94358591146205,-0.0039935809454209725,0.0016952639522226799,-0.0070412418295128735,11,0.0716895376270373,0.00644801393441842,-0.009059002895844409,-0.002610988961425989,9.996772163998756,-0.002260408887824565,-0.005655633049783236,-0.007102845237700756,-3,-0.014579065407924979
1,0.02229232024452937,-0.009856379285676155,0.012435940958853215,66.97442247806377,0.012519844224375683,-0.0013255967748028348,-0.014132828574379051,-1,-0.0013255967748028348,0.0122754716887425,-0.005141900620494392,0.0071335710682481086,53.896318019256775,0.0071227522821019785,0.0014599587632782816,0.006077360513282389,3,0.0022896550703220293
1,0.02265503540679409,-0.015049496844038033,0.0076055385627560555,42.201564321123776,0.006557141612292452,0.01186994267106005,0.013391241649421582,3,0.024855340892515856,0.014570974645879765,-0.013665703910628092,0.0009052707352516735,50.0728320329427,0.0027238932490245994,-0.000399436817681086,-0.010014642197545495,-1,-0.000399436817681086
1,0.017483858343830996,-0.010252030143512647,0.00723182820031835,64.57968690109819,0.0072027430122836664,0.00044181340707820805,-0.0048250396077288505,8,0.018747223101680206,0.00942321914400092,-0.005495480672365804,0.0039277384716351164,75.71938752760555,0.004190104110713965,0.001919008460557304,0.003948840755989583,5,0.008893487190207482
1,0.01795185147966442,-0.01037616726785124,0.007575684211813181,49.20329309372117,0.007252789626875909,0.00852633701784591,0.0031424737184395377,16,0.09048158027988133,0.012995759439293368,-0.0069297453308251175,0.006066014108468251,49.64023974452552,0.005703870053047157,0.0012103094810129514,-0.0003942477268298731,1,0.0012103094810129514
1,0.027177689251105898,-0.015101884889494205,0.012075804361611693,4.786484878957858,0.013672960559161756,-0.011844975396026084,-0.025528157942015184,-4,-0.030076654603029145,0.011374363698446128,-0.013037776448698307,-0.0016634127502521794,6.970698629452141,-0.001174642571892725,-0.0024529576751905675,0.009396150646811641,-17,-0.09595130541526059
1,0.022634172750474992,-0.012298848054563284,0.010335324695911708,61.827389055267346,0.008969832937531659,0.01041134316530855,-0.0004194098510922877,8,0.08638597675746766,0.020026169345319977,-0.00703255733298107,0.012993612012338908,37.29533421039629,0.014787633244811745,0.001765045034177919,0.002034213031893467,4,0.012750531186982498
1,0.020910121085066402,-0.008697714389948511,0.01221240669511789,21.61586867305021,0.01245585701928872,0.0026979927105298396,-0.003929672335006103,15,0.11715876583173117,0.013886490430682453,-0.005962472668313007,0.007924017762369446,21.014022778745705,0.0089364856681344,-0.0019157016517251154,-0.0002257740974728438,-2,-0.0029239545207001717
1,0.019970350567841463,-0.00907536769588104,0.010894982871960423,0.0,0.011762992245570624,-0.0005928647737181818,-0.003190857484248107,-2,-0.0006611704979969085,0.009967707024440359,-0.007131381695992197,0.0028363253284481617,24.46376028230681,0.003697196122873815,-0.0028034149178107672,-0.0027031770595665697,-2,-0.0033788483991541744
1,0.013412130093675857,-0.014276816551564701,-0.0008646864578888448,71.79710038786942,-0.0012482152092723815,0.0010215407688256282,-0.00012563893058375845,6,0.01644511972373621,0.010396151435060536,-0.008640377125842938,0.0017557743092175976,49.672362074632574,0.001889586068462088,0.0011743654344477344,-0.00013792316621053218,6,0.012654410009240467
1,0.012354628574325949,-0.015057565415474395,-0.0027029368411484456,2.997709486545923,-0.00124860279805046,0.00048175030848009734,-0.002162696949016702,9,0.0217091656299233,0.00835878865863134,-0.010492379453060696,-0.002133590794429357,23.17443044575308,-0.0007783506738040192,-0.003939614646991472,-0.007745705688564525,-2,-0.005753707714432904
1,0.014856903867611852,-0.011780562600222621,0.0030763412673892303,71.75294249729083,0.00291948444108401,0.004971823032645163,0.005225934029927685,3,0.010006497500639446,0.008716365580597676,-0.01011934868781874,-0.0014029831072210636,57.43541510026036,0.0003231496240523582,-0.0031918211300631764,-0.009336343113778992,-1,-0.0031918211300631764
1,0.024726068121723038,-0.014872698152337252,0.009853369969385786,0.0,0.014018079997077586,0.0007254534212116446,-0.009804545539875508,12,0.092952119661952,0.013576713097793722,-0.011652255246262823,0.0019244578515308988,9.603792929905849,0.005042023877249991,-0.009673513902156728,-0.008274049774708966,-7,-0.022933063357126818
